Title,URL,Publication Year,Abstract
Robotic vacuum cleaner,https://lens.org/183-324-574-115-411,2008,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
Robotic vacuum cleaner,https://lens.org/194-661-378-182-162,2007,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
Robotic vacuum cleaner,https://lens.org/016-637-814-820-77X,2003,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
ROBOTIC VACUUM CLEANER,https://lens.org/006-079-387-969-310,2003,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
Robotic vacuum cleaner,https://lens.org/156-080-814-461-202,2007,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
ROBOTIC VACUUM CLEANER,https://lens.org/026-411-656-907-079,2003,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
Robotic vacuum cleaner,https://lens.org/078-413-554-303-376,2010,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
Robotic vacuum cleaner,https://lens.org/098-938-540-442-989,2006,"An autonomous robot, that is for example, suitable for operations such as vacuuming and surface cleaning includes a payload configured for vacuum cleaning, a drive system including a steering system, a navigation system, and a control system for integrating operations of the aforementioned systems."
HYBRID MULTICOPTER AND FIXED WING AERIAL VEHICLE,https://lens.org/173-585-435-323-512,2017,An aerial vehicle is disclosed which includes a body and a multicopter. The body has at least one wing. The multicopter is rotatably mounted to the body about a multicopter axis. The multicopter includes a plurality of rotors positioned and controllable to rotate the multicopter about the multicopter axis.
HYBRID MULTICOPTER AND FIXED WING AERIAL VEHICLE,https://lens.org/173-585-435-323-512,2017,An aerial vehicle is disclosed which includes a body and a multicopter. The body has at least one wing. The multicopter is rotatably mounted to the body about a multicopter axis. The multicopter includes a plurality of rotors positioned and controllable to rotate the multicopter about the multicopter axis.
UNMANNED AERIAL VEHICLE (UAV)-ASSISTED HANGING RING ROBOT FOR LIVE INSTALLATION AND GROUNDING,https://lens.org/019-624-328-026-50X,2022,"An unmanned aerial vehicle (UAV)-assisted hanging ring robot for live installation and grounding includes a hanging tray, a wire hanging bracket, a hanging wire, an overturning stay wire, an overturning frame, a support, an electric lock, a walking wheel, a driving motor, a workbench, a clamp seat, a puncture clamp, a tightening mechanism, a remote controller, and a controller. The hanging tray is installed at the bottom of a UAV, one end of the overturning stay wire is connected to the overturning frame, the other end thereof hangs on ground, the driving motor is installed on the overturning frame, the walking wheel is connected to the driving motor, the puncture clamp is installed on the clamp seat, the tightening mechanism is installed on the workbench, and connected to the puncture clamp, and the electric lock, tightening mechanism, driving motor, and remote controller are connected to the controller."
UNMANNED AERIAL VEHICLE (UAV)-ASSISTED HANGING RING ROBOT FOR LIVE INSTALLATION AND GROUNDING,https://lens.org/019-624-328-026-50X,2022,"An unmanned aerial vehicle (UAV)-assisted hanging ring robot for live installation and grounding includes a hanging tray, a wire hanging bracket, a hanging wire, an overturning stay wire, an overturning frame, a support, an electric lock, a walking wheel, a driving motor, a workbench, a clamp seat, a puncture clamp, a tightening mechanism, a remote controller, and a controller. The hanging tray is installed at the bottom of a UAV, one end of the overturning stay wire is connected to the overturning frame, the other end thereof hangs on ground, the driving motor is installed on the overturning frame, the walking wheel is connected to the driving motor, the puncture clamp is installed on the clamp seat, the tightening mechanism is installed on the workbench, and connected to the puncture clamp, and the electric lock, tightening mechanism, driving motor, and remote controller are connected to the controller."
Remote control device,https://lens.org/057-522-765-035-392,2007,"A remote control device is provided that functions as a device for controlling equipment of which image is picked up. The remote control device includes a camera, a drive circuit receiving an input of a signal output from the camera, an operation portion externally receiving an input of an instruction, a light-receiving portion receiving an input of an optical signal, a control circuit generating a signal for the remote control device to perform a predetermined process based on externally input data or command, a memory for reading and writing data, a display displaying an image based on the signal generated by the control circuit, and a signal output portion outputting the signal generated by the control circuit."
DRONE-BASED RADIO-OVER-FIBER SYSTEM,https://lens.org/032-609-601-467-29X,2022,"The drone-based radio-over-fiber system (10) provides an unmanned aerial vehicle, AV, preferably a multi-rotor drone (12), connected to a base station (14) by a tether (18) including an optical fiber. A radio frequency-over-fiber system is used for bidirectional data communications between at least one radio frequency, RF transmitter at the base station (14) and at least one antenna (48A, 48B) mounted on the drone through the optical fiber in the tether (18). The system includes wave division multiplexers/demultiplexers that permit ultrahigh bandwidth communication over the tether (18). An embodiment of the system for 2x2 multiple-input, multiple-output, MIMO signals in the 700 MHz LTE band is described."
DRONE-BASED RADIO-OVER-FIBER SYSTEM,https://lens.org/032-609-601-467-29X,2022,"The drone-based radio-over-fiber system (10) provides an unmanned aerial vehicle, AV, preferably a multi-rotor drone (12), connected to a base station (14) by a tether (18) including an optical fiber. A radio frequency-over-fiber system is used for bidirectional data communications between at least one radio frequency, RF transmitter at the base station (14) and at least one antenna (48A, 48B) mounted on the drone through the optical fiber in the tether (18). The system includes wave division multiplexers/demultiplexers that permit ultrahigh bandwidth communication over the tether (18). An embodiment of the system for 2x2 multiple-input, multiple-output, MIMO signals in the 700 MHz LTE band is described."
APPARATUS FOR COLLECTING ITEM AND CONTROL METHOD THEREOF,https://lens.org/178-888-420-946-987,2021,"At least one of an autonomous vehicle, a user terminal, and a server may be connected or converged with an artificial intelligence (AI) module, an unmanned aerial vehicle (UAV), a robot, an augmented reality (AR) device, a virtual reality (VR) device, a device associated with a 5G service, and the like. A method for a collecting device may include identifying a user and an item associated with the user, identifying image information associated with the user, verifying whether the item is to be collected based on the image information, moving to a position corresponding to the user when the item is to be collected, and providing information associated with item collection to the user."
PRECISION GUIDED MANNEQUIN ARIAL UNIT,https://lens.org/003-263-484-908-174,2023,"Disclosed is a guided mannequin aerial unit. The mannequin includes a control unit having a central processing unit (CPU), memory for storing a computer software instruction set for execution by the CPU, a high-resolution camera for taking and providing to the CPU real time images of the drop area and a second memory unit for pre-storing images of the mannequin drop area and the drop target. Under the control of the software instruction set, the CPU compares the real time images to the pre- stored images to guide the mannequin to the drop target."
SYSTEMS AND METHODS FOR MARKER INCLUSION IN A WELLBORE,https://lens.org/056-005-491-768-529,2019,"A system and a method for determining a location of an untethered drone (125) in a wellbore are described herein. The system includes one or more markers (120) to be placed within a wellbore casing (110) where each of the one or more markers is configured to transmit a continuous or periodic signal. The system further includes a first sensor (130, 135) to be transported by the untethered drone where the first sensor is configured to sense an existence of the one or more markers."
UNMANNED AIRCRAFT SYSTEMS AND METHODS TO INTERACT WITH SPECIFICALLY INTENDED OBJECTS,https://lens.org/198-667-706-175-897,2017,"In some embodiments, systems, apparatuses, methods, and processes are provided to control and allocate UASs. In some embodiments, a system to control unmanned aircraft systems (UAS), comprises: one or more wireless transceivers configured to communicate with the UAS; a control circuit coupled with the transceiver(s); and a memory coupled to the control circuit and storing computer instructions that when executed by the control circuit cause the control circuit to perform the steps of: receive sensor data captured by at least one sensor of a UAS; determine, from the sensor data, unique identification of an object at a predefined location; and confirm, from the sensor data, that the identified object is an expected object expected at the predefined location."
UNMANNED AIRCRAFT SYSTEMS AND METHODS TO INTERACT WITH SPECIFICALLY INTENDED OBJECTS,https://lens.org/167-441-532-814-778,2018,"In some embodiments, systems, apparatuses, methods, and processes are provided to control and allocate UASs. In some embodiments, a system to control unmanned aircraft systems (UAS), comprises: one or more wireless transceivers configured to communicate with the UAS; a control circuit coupled with the transceiver(s); and a memory coupled to the control circuit and storing computer instructions that when executed by the control circuit cause the control circuit to perform the steps of: receive sensor data captured by at least one sensor of a UAS; determine, from the sensor data, unique identification of an object at a predefined location; and confirm, from the sensor data, that the identified object is an expected object expected at the predefined location."
UNMANNED AIRCRAFT SYSTEMS AND METHODS TO INTERACT WITH SPECIFICALLY INTENDED OBJECTS,https://lens.org/087-551-507-582-95X,2019,"In some embodiments, systems, apparatuses, methods, and processes are provided to control and allocate UASs. In some embodiments, a system to control unmanned aircraft systems (UAS), comprises: one or more wireless transceivers configured to communicate with the UAS; a control circuit coupled with the transceiver(s); and a memory coupled to the control circuit and storing computer instructions that when executed by the control circuit cause the control circuit to perform the steps of: receive sensor data captured by at least one sensor of a UAS; determine, from the sensor data, unique identification of an object at a predefined location; and confirm, from the sensor data, that the identified object is an expected object expected at the predefined location."
UNMANNED AIRCRAFT SYSTEMS AND METHODS TO INTERACT WITH SPECIFICALLY INTENDED OBJECTS,https://lens.org/031-050-033-139-595,2017,"In some embodiments, systems, apparatuses, methods, and processes are provided to control and allocate UASs. In some embodiments, a system to control unmanned aircraft systems (UAS), comprises: one or more wireless transceivers configured to communicate with the UAS; a control circuit coupled with the transceiver(s); and a memory coupled to the control circuit and storing computer instructions that when executed by the control circuit cause the control circuit to perform the steps of: receive sensor data captured by at least one sensor of a UAS; determine, from the sensor data, unique identification of an object at a predefined location; and confirm, from the sensor data, that the identified object is an expected object expected at the predefined location."
Unmanned aircraft systems and methods to interact with specifically intended objects,https://lens.org/014-465-973-581-752,2018,"In some embodiments, systems, apparatuses, methods, and processes are provided to control and allocate UASs. In some embodiments, a system to control unmanned aircraft systems (UAS), comprises: one or more wireless transceivers configured to communicate with the UAS; a control circuit coupled with the transceiver(s); and a memory coupled to the control circuit and storing computer instructions that when executed by the control circuit cause the control circuit to perform the steps of: receive sensor data captured by at least one sensor of a UAS; determine, from the sensor data, unique identification of an object at a predefined location; and confirm, from the sensor data, that the identified object is an expected object expected at the predefined location."
Unmanned aircraft systems and methods to interact with specifically intended objects,https://lens.org/127-351-972-010-554,2018,"In some embodiments, systems, apparatuses, methods, and processes are provided to control and allocate UASs. In some embodiments, a system to control unmanned aircraft systems (UAS), comprises: one or more wireless transceivers configured to communicate with the UAS; a control circuit coupled with the transceiver(s); and a memory coupled to the control circuit and storing computer instructions that when executed by the control circuit cause the control circuit to perform the steps of: receive sensor data captured by at least one sensor of a UAS; determine, from the sensor data, unique identification of an object at a predefined location; and confirm, from the sensor data, that the identified object is an expected object expected at the predefined location."
"METHOD, APPARATUS, AND SYSTEM FOR CONTROLLING SMART HOME ENVIRONMENT USING LED LIGHTING DEVICE",https://lens.org/195-513-544-655-829,2016,"A smart home control system including at least one LED lighting device (1), a smart home control server (2) and at least one smart terminal (3). The LED lighting device (1) includes an LED light-emitting module (21), a power supply module (22), a video acquisition module (23), a processing module (24) and a communication module (25). The video acquisition module (23) may be configured to collect video data within a camera detection range, and send the video data to the processing module (24). The processing module (24) controls the communication module (25) to send the video data to the smart home control server (2). The smart home control server (2) parses and recognizes the video data to detect behavioral information, generates control instructions according to the behavioral information, and sends the control instructions to the smart terminal (3). The system consistent with the present disclosure enables timely detection and prevention of illegal activities and/or unsafe behaviors, as well as recognition and execution of specified user instructions."
"Sound output system or internet appliance that supports voice activated commands, and that plays audio data received from a service over a network",https://lens.org/188-975-826-003-979,2018,"An output system, such as a wireless speaker or an Internet appliance, that supports voice activated commands is herein disclosed and enabled. The output system is wirelessly connectable to a service operated over a network (e.g., Internet) for receiving output data (e.g., music) from the service for outputting at the output system. The setup of the output system includes: (1) wirelessly discovering the output system using a smart phone, (2) establishing a wireless communication link between the smart phone and the output system (e.g., via Bluetooth or IEEE 802.11), and (3) providing information, such as security and/or authentication information, from the smart phone to the output system over the wireless communication link. Thereafter, the output system accesses the service operated over the network, and the outpt system is operabke to receive voice activated commands from a user while the output system is connected to the service."
"ROBOT, CONTROL UNIT, AND CONTROL METHOD",https://lens.org/192-807-383-216-095,2016,"A robot includes: an arm; and a controller that operates the arm, the controller generating a pathway according to a relative position and a relative orientation of: a first object that moves together with the arm; and a second object and according to a first position of the first object."
"Robot, control unit, and control method",https://lens.org/120-748-487-930-016,2018,"A robot includes: an arm; and a controller that operates the arm, the controller generating a pathway according to a relative position and a relative orientation of: a first object that moves together with the arm; and a second object and according to a first position of the first object."
COATING REPAIR APPLICATION SYSTEM USING REMOTELY PILOTED AIRCRAFT,https://lens.org/182-015-368-956-652,2023,"The present invention provides the use of a drone, or remotely piloted aircraft, equipped with a system for applying paint or industrial coating with epoxy paint and/or polyurethane.Coating repair application system using remotely piloted aircraft, characterized by comprising remotely piloted aircraft (9), a portable painting system (2), (5), (7) and (8), linear guide (4), distance sensors (10), camera (11), remote control (12), battery (1), lattice structure (3)."
UNMANNED AERIAL VEHICLE SUPERVISION METHOD AND DEVICE,https://lens.org/159-239-840-615-747,2021,"An unmanned aerial vehicle supervision method is provided. The method includes: An access network device receives a second broadcast request from a core network element, where the second broadcast request includes third management and control information and fourth management and control information for managing and controlling an unmanned aerial vehicle, and the fourth management and control information includes second area information; the access network device determines, based on the second area information, a target area for broadcasting, and broadcasts the third management and control information to the unmanned aerial vehicle in the target area, where the third management and control information is used to indicate the unmanned aerial vehicle to perform a corresponding operation."
AUTHORIZING AND CONFIGURING PAIRING OF UNMANNED AERIAL SYSTEM,https://lens.org/111-897-278-286-626,2022,"Apparatuses, methods, and systems are disclosed for authorizing and configuring pairing of unmanned aerial system. An apparatus includes a transceiver (625) that receives, at a first network function of a mobile wireless communication network, a first authorization of unmanned aerial vehicle (""UAV"") operations and a second authorization for associating a UAV-controller with the UAV, the first and second authorizations associated with a first identifier. An apparatus includes a processor (605) that creates a 5G local area network (""LAN"") group within the mobile wireless communication for facilitating communications between the UAV and the UAV-controller and associating a second identifier with the 5G LAN group, configures the 5G LAN group based on at least at least one parameter associated with the UAV and updates a third network function with information for the 5G LAN group for establishing a protocol data unit (""PDU"") session between the UAV and the UAV controller."
DRONE-CARRIED PROBE STABILIZATION VIA ELECTROMAGNETIC ATTACHMENT,https://lens.org/193-067-190-212-528,2019,A drone may be flown into proximity of a structure to measure one or more parameters of the structure. An electromagnet of the drone may be activated to electromagnetically attach the drone to the structure for inspection. A probe may be activated to inspect the structure by measuring one or more parameters of the structure.
"FLYING OBJECT, MOVING APPARATUS, CONTROL METHOD, AND STORAGE MEDIUM",https://lens.org/013-881-765-387-994,2019,There is provided a flying object including an image capturing apparatus. The flying object comprises a light emitting apparatus that includes a light source and is configured to cause the light source to emit light to indicate a status of the flying object. A light emission control unit controls the light emitting apparatus according to an exposure setting of the image capturing apparatus.
"APPARATUS, SYSTEM, AND METHOD FOR CONTROLLED INFRARED ILLUMINATOR",https://lens.org/000-603-297-511-680,2013,"An apparatus for a controlled infrared illuminator includes an unmanned aerial system capable of sustained flight and an infrared light source coupled to the unmanned aerial system by attachment means. The infrared light source includes a plurality of laser diodes arranged in a pattern. The apparatus also includes a remote control that controls either the movements of the unmanned aerial system, the position of the infrared light source, or both."
Interactive animated charater immediately after the title,https://lens.org/126-417-488-713-226,1993,"A system includes a control station for remotely controlling an animated character. Radio frequencies are used to transfer audio, video and other control signals to the animated character to provide speech, hearing, vision and practically any movement in real-time. A camera is used in the head of the animated character, and microphones are used in its ears to provide vision and hearing to a monitoring operator at the control station. A speaker is co-located with the animated character to generate sound from the operator. Servo control units are includes within the animated character to provide a plurality of body movements. Other aspects of the animated character includes a multi-layer skin composite to make it appear more life-like, and an audio driver circuit for controlling the mouth of the animated character in proportion to the level of an audio signal generated at the control station."
BIRD CONTROL DEVICE,https://lens.org/110-409-294-387-249,2003,"A bird control device, which has the appearance of a bird of prey, is disclosed. The device has various moveable parts and a synthetic bird call which can be remotely activated to animate the device and to simulate the behaviour of a real bird. In a preferred arrangement remote activation of the bird, as well as remote monitoring, is performed using a WAP enabled mobile phone."
Emergency deployable GPS antenna,https://lens.org/096-992-667-155-13X,2006,"The electronic device is for at least one of transmitting and receiving signals, has a housing 500 and at least a GPS (Global Positioning System) antenna 510 that is operatively connected to the housing 500 . A control system 708 automatically moves the GPS antenna 510 from a docked position relative to the housing 500 to a deployed position relative to the housing 500 in response to an occurrence of at least one predetermined event."
CONTROL SYSTEM FOR PROVIDING CLOUD BASED COMMANDS FOR CONTROLLING OPERATION OF A MOVEABLE BARRIER,https://lens.org/143-872-315-549-30X,2017,A control system for providing Cloud based commands to a garage door includes one or more Cloud servers for receiving commands from at least one mobile web enabled user device. A load balancer is used for receiving communication from a server for distributing commands from at least one web enabled device to the Cloud. A server based garage door opener is used for receiving commands and controlling operation of a garage door from the server. The status of the garage door is determined by measuring a distance of the garage door to the garage floor using a distance measuring device such that distance measuring information is communicated to the server for determining the open or closed status of the garage door before movement.
CONTROL SYSTEM FOR PROVIDING CLOUD BASED COMMANDS FOR CONTROLLING OPERATION OF A MOVEABLE BARRIER,https://lens.org/118-975-951-905-948,2016,A control system for providing Cloud based commands to a garage door includes one or more Cloud servers for receiving commands from at least one mobile web enabled user device. A load balancer is used for receiving communication from a server for distributing commands from at least one web enabled device to the Cloud. A server based garage door opener is used for receiving commands and controlling operation of a garage door from the server. The status of the garage door is determined by measuring a distance of the garage door to the garage floor using a distance measuring device such that distance measuring information is communicated to the server for determining the open or closed status of the garage door before movement.
Control system for providing cloud based commands for controlling operation of a moveable barrier,https://lens.org/150-555-549-973-642,2018,A control system for providing Cloud based commands to a garage door includes one or more Cloud servers for receiving commands from at least one mobile web enabled user device. A load balancer is used for receiving communication from a server for distributing commands from at least one web enabled device to the Cloud. A server based garage door opener is used for receiving commands and controlling operation of a garage door from the server. The status of the garage door is determined by measuring a distance of the garage door to the garage floor using a distance measuring device such that distance measuring information is communicated to the server for determining the open or closed status of the garage door before movement.
Control system for providing cloud based commands for controlling operation of a moveable barrier,https://lens.org/188-886-059-853-192,2017,A control system for providing Cloud based commands to a garage door includes one or more Cloud servers for receiving commands from at least one mobile web enabled user device. A load balancer is used for receiving communication from a server for distributing commands from at least one web enabled device to the Cloud. A server based garage door opener is used for receiving commands and controlling operation of a garage door from the server. The status of the garage door is determined by measuring a distance of the garage door to the garage floor using a distance measuring device such that distance measuring information is communicated to the server for determining the open or closed status of the garage door before movement.
Systems and methods for creating wireless aerial traffic corridors,https://lens.org/046-274-730-442-263,2021,A device may receive information indicating one or more parameters associated with one or more antenna arrays in a radio access network. The device may receive a flight request that indicates one or more conditions for a flight path of an unmanned aerial vehicle (UAV) seeking network access to the radio access network. The device may determine waypoints for the flight path based on analyzing the one or more parameters associated with the one or more antenna arrays and the one or more conditions for the flight path of the UAV. The device may transmit information identifying the waypoints for the flight path. The device may send control information to cause the one or more antenna arrays to form a corresponding one or more beams along the flight path to enable the UAV to traverse the flight path with the network access to the radio access network.
SYSTEMS AND METHODS FOR CREATING WIRELESS AERIAL TRAFFIC CORRIDORS,https://lens.org/024-619-334-838-154,2021,A device may receive information indicating one or more parameters associated with one or more antenna arrays in a radio access network. The device may receive a flight request that indicates one or more conditions for a flight path of an unmanned aerial vehicle (UAV) seeking network access to the radio access network. The device may determine waypoints for the flight path based on analyzing the one or more parameters associated with the one or more antenna arrays and the one or more conditions for the flight path of the UAV. The device may transmit information identifying the waypoints for the flight path. The device may send control information to cause the one or more antenna arrays to form a corresponding one or more beams along the flight path to enable the UAV to traverse the flight path with the network access to the radio access network.
Two ways fishing line release equipment for uav,https://lens.org/038-493-565-795-689,2020,"The present disclosure discloses the fishing line release equipment and the method of the line release based on the widely used drone or UAV(Unmanned Aerial Vehicle). In order to protect the drone safely flying to the destination and facilitate fishing line release in a more convenient way, the fishing line release equipment comprises a base and a release wire, said base fixing a mechanical clip release and the electrical power controlled action that release a release wire in a clamp. A controller board and a battery are fixed on the base. A cover box covers the base and electrical part are protected by the cover box. The base is fixed on the drone or UAV, one end of the release wire clamping to a gap slot in the tube that is a part of the base, the other end of the release wire connecting to the main fishing line. The clamp force can be adjusted through the nuts in the ends of tube which adjust a spring tension acting on two ball bearings which are pressed together to form a clamp in order to hold the release wire up to a pre-selected force. The release wire is clamped in the slot between the two ball bearings and the release wire is released when the pulling force coming from the fishing line excesses a threshold of a release force of the clamp.Each time a control key is pressed, an electrical motor makes a dial pad turn around, and a dial pin fixed on the dial pad pass through the gap, enforcing the two ball bearings to become separated and therefore allowing selective release of the release wire. A control signal can be supplied by a remote controller or a photoelectric switch or a signal output from the drone."
A backup navigation system for unmanned aerial vehicles,https://lens.org/064-187-271-259-490,2021,"Described is a method that involves operating an unmanned aerial vehicle (UAV) (300) to begin a flight, where the UAV (300) relies on a navigation system to navigate to a destination. During the flight, the method involves operating a camera (304) to capture images (420) of the UAV's environment, and analyzing the images to detect features in the environment. The method also involves establishing a correlation between features detected in different images, and using location information from the navigation system to localize a feature detected in different images. Further, the method involves generating a flight log that includes the localized feature. Also, the method involves detecting a failure involving the navigation system, and responsively operating the camera (304) to capture a post-failure image. The method also involves identifying one or more features in the post-failure image, and determining a location of the UAV (300) based on a relationship between an identified feature and a localized feature."
A BACKUP NAVIGATION SYSTEM FOR UNMANNED AERIAL VEHICLES,https://lens.org/058-558-166-923-014,2019,"Described is a method that involves operating an unmanned aerial vehicle (UAV) (300) to begin a flight, where the UAV (300) relies on a navigation system to navigate to a destination. During the flight, the method involves operating a camera (304) to capture images (420) of the UAV's environment, and analyzing the images to detect features in the environment. The method also involves establishing a correlation between features detected in different images, and using location information from the navigation system to localize a feature detected in different images. Further, the method involves generating a flight log that includes the localized feature. Also, the method involves detecting a failure involving the navigation system, and responsively operating the camera (304) to capture a post-failure image. The method also involves identifying one or more features in the post-failure image, and determining a location of the UAV (300) based on a relationship between an identified feature and a localized feature."
A backup navigation system for unmanned aerial vehicles,https://lens.org/176-503-062-561-792,2020,"Described is a method that involves operating an unmanned aerial vehicle (UAV) (300) to begin a flight, where the UAV (300) relies on a navigation system to navigate to a destination. During the flight, the method involves operating a camera (304) to capture images (420) of the UAV's environment, and analyzing the images to detect features in the environment. The method also involves establishing a correlation between features detected in different images, and using location information from the navigation system to localize a feature detected in different images. Further, the method involves generating a flight log that includes the localized feature. Also, the method involves detecting a failure involving the navigation system, and responsively operating the camera (304) to capture a post-failure image. The method also involves identifying one or more features in the post-failure image, and determining a location of the UAV (300) based on a relationship between an identified feature and a localized feature."
Aquatic sports target drone,https://lens.org/050-927-684-645-165,2015,"The utility model discloses an aquatic sports target drone, including raft, target plate and target drone master control system, this target drone master control system includes propulsion system, and this propulsion system includes stroke detection module, a drive circuit and screw motor, and this stroke detection module electricity is connected system master control circuit's input, drive circuit electricity is connected system master control circuit's output, screw motor electricity is connected a drive circuit's control end, the transmission is connected with the screw on the output shaft of this screw motor. This novel aquatic sports target drone realizes the target function of establishing wantonly on water to this has broken away from the backward mode that need carry and adjust in the past the target drone position by ship, more saves a large amount of manpowers, material resources and time, reduces the support personnel of gunnery training, improves firing practice's security."
SYSTEMS AND METHODS FOR DETERMINING THE POSITION OF AN OBJECT USING AN UNMANNED AERIAL VEHICLE,https://lens.org/037-474-736-665-37X,2023,"An unmanned aerial vehicle (UAV) may have a positional sensor and an image sensor. The UAV may receive from an electronic structure a first wireless signal. The first wireless signal may include a first direction of illumination. In accordance with the first wireless signal, the UAV may identify a target object based, at least in part, on the first direction of illumination. The UAV may also determine positional coordinates of the target object."
Apparatus and method for the automatic control of an aerial photographic camera,https://lens.org/058-268-592-622-737,1986,"Method and apparatus for automatically controlling aerial photographic cameras. An exact and reliable control device of low electronic and optical cost, which unburdens the operator, is realized by means of two photoreceiver lines positioned parallel to each other and perpendicular to the flight direction. At least the first line is connected to a data memory, which as well as the second line is connected to a correlator. The correlator is connected, via units for calculating the vg/hg ratio and/or the drift, to setting mechanisms of the aerial camera. A third photoreceiver line can also be provided, coupled subsequently to a data memory. The invention is utilizable in photogrammetry."
DRONE-HOSTED CONSTRUCTION DEFECT MARKING,https://lens.org/066-263-887-671-04X,2022,"A system includes processing circuitry and a drone that includes a marking mount that receives a marking device, a motion guide that provides a sliding framework for a reciprocating motion of the marking mount, and a shock absorption sub-assembly positioned between the marking mount and the motion guide. Control logic of the drone is configured to navigate, based on navigation instructions received from the processing circuitry, the drone to an area associated with a misapplication of a tape as applied to a substrate or a substrate defect, such that a distal tip of the marking device makes contact with the area associated with the tape misapplication or the substrate defect, while activating the shock absorption sub-assembly to at least partially absorb a shock caused by the contact between the distal tip of the marking device and the area associated with the tape misapplication or the substrate defect."
DRONE-HOSTED CONSTRUCTION DEFECT MARKING,https://lens.org/066-263-887-671-04X,2022,"A system includes processing circuitry and a drone that includes a marking mount that receives a marking device, a motion guide that provides a sliding framework for a reciprocating motion of the marking mount, and a shock absorption sub-assembly positioned between the marking mount and the motion guide. Control logic of the drone is configured to navigate, based on navigation instructions received from the processing circuitry, the drone to an area associated with a misapplication of a tape as applied to a substrate or a substrate defect, such that a distal tip of the marking device makes contact with the area associated with the tape misapplication or the substrate defect, while activating the shock absorption sub-assembly to at least partially absorb a shock caused by the contact between the distal tip of the marking device and the area associated with the tape misapplication or the substrate defect."
"SOUND OUTPUT SYSTEM OR INTERNET APPLIANCE THAT SUPPORTS VOICE ACTIVATED COMMANDS, AND THAT PLAYS AUDIO DATA RECEIVED FROM A SERVICE OVER A NETWORK",https://lens.org/174-552-968-535-097,2017,"An output system, such as a wireless speaker or an Internet appliance, that supports voice activated commands is herein disclosed and enabled. The output system is wirelessly connectable to a service operated over a network (e.g., Internet) for receiving output data from the service. The setup of the output system includes: (1) wirelessly discovering the output system using a smart phone, (2) establishing a wireless communication link between the smart phone and the output system (e.g., via Bluetooth); (4) provide information, such as security and/or authentication information, from the smart phone to the output system via the wireless communication link. Thereafter, the output system, using the information received from the smart phone, establishes a wireless local area network connection and also connects itself to the service over the network. The output system is operable to receive voice activated commands from the user when connected to the service."
Unmanned aerial vehicle system and method of use,https://lens.org/146-761-865-053-664,2018,"An unmanned aerial vehicle (UAV) system includes a command center having a computing device an unmanned aerial vehicle (UAV) with a body, the UAV to communicate wirelessly with the command center via a network, the UAV having a control system with a power source, a geospatial tracking device, and a multi-channel communication portal; a camera secured to the body and in communication with the control system; and one or more equipment attachment sites; site assessment tools to attach to or within the one or more equipment attachment sites, each of the site assessment tools to record a data associated with an emergency site, such as weather conditions, road conditions, traffic, visibility, radiation, and chemical exposure; the UAV is to receive commands from the command center to deploy to the emergency site; and the UAV is to receive the data and transmit the data to the command center via the multi-channel communication portal."
"Robot, robot control method, and recording medium",https://lens.org/148-892-346-019-715,2022,"A robot is equipped with a processor. The processor detects external appearance or audio of a living being, and by controlling the robot, causes the robot to execute an operation in accordance with liking data indicating preferences of the robot regarding external appearance or audio and the detected external appearance or audio of the living being."
"ROBOT, ROBOT CONTROL METHOD, AND RECORDING MEDIUM",https://lens.org/096-129-249-885-44X,2023,"A robot is equipped with a processor. The processor detects external appearance or audio of a living being, and by controlling the robot, causes the robot to execute an operation in accordance with liking data indicating preferences of the robot regarding external appearance or audio and the detected external appearance or audio of the living being."
"ROBOT, ROBOT CONTROL METHOD, AND RECORDING MEDIUM",https://lens.org/172-239-419-074-933,2019,"A robot is equipped with a processor. The processor detects external appearance or audio of a living being, and by controlling the robot, causes the robot to execute an operation in accordance with liking data indicating preferences of the robot regarding external appearance or audio and the detected external appearance or audio of the living being."
"Robot, robot control method, and recording medium",https://lens.org/148-892-346-019-715,2022,"A robot is equipped with a processor. The processor detects external appearance or audio of a living being, and by controlling the robot, causes the robot to execute an operation in accordance with liking data indicating preferences of the robot regarding external appearance or audio and the detected external appearance or audio of the living being."
